Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub-Location,Facility Type,Agency,Latitude,Longitude
97,KIEMBENI COMMUNITY HOSP,0,COAST,MOMBASA,KISAUNI,BAMBURI,BAMBURI,7,PRIV,-3.991363,39.699354
100,LIKONI NURSING HOME,3537,COAST,MOMBASA,ISLAND,GANJONI,KIZINGOMOMBASA,7,PRIV,-4.067468,39.677462
103,MAKUPA MNH,3529,COAST,MOMBASA,ISLAND,TONONOKA,TONONOKA,7,PRIV,-4.042717,39.661711
104,MARY IMMACULATE MNH,691,COAST,MOMBASA,ISLAND,MAJENGO,MWEMBE TAYARI,7,PRIV,-4.053967,39.667497
106,MVITA MATERNITY HOSP,3906,COAST,MOMBASA,ISLAND,OLD TOWN,MJI WA KALE,7,PRIV,-4.054932,39.675694
107,NEW NYALI BRIDGE NURSING HOME,3536,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,7,PRIV,-4.050336,39.637375
108,NEW PORT REITZ MAT. HOME,703,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,7,PRIV,-4.040547,39.607608
113,SAYIDA FATIMA MATERNITY HOSP,3544,COAST,MOMBASA,KISAUNI,KONGOWEA,MAWENI,7,PRIV,-4.023671,39.71047
116,SINGAWA NURSING HOME,4532,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,7,PRIV,-4.095193,39.66828
118,TUDOR NURSING HOME,3531,COAST,MOMBASA,ISLAND,TUDOR,TUDOR FOUR,7,PRIV,-4.035939,39.66558
120,VIBAKHAR'S M&N HOME,3306,COAST,MOMBASA,ISLAND,GANJONI,KIZINGOMOMBASA,7,PRIV,-4.062772,39.672278
86,KIBIRICHIA MATERNITY HOME,1185,EASTERN,CENTRAL MERU,ABOTHUGUCHI WEST,KIAMIOGO,KIAMIOGO,7,MISS,0.108237,37.5144
87,MAKUTANO M&N HOME,2726,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,MUNICIPALITY,KAAGA2,7,PRIV,0.068346,37.6386
88,MERU NURSING HOME,1171,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,MUNICIPALITY,KAAGA2,7,PRIV,0.056948,37.6519
90,MILIMANI M&N HOME,1173,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,NTIMA,UPPER IGOKI,7,PRIV,0.056948,37.6341
43,KANGARU NURSING HOME,0,EASTERN,EMBU,CENTRAL,MBETI NORTH,KIANGIMA,7,PRIV,-0.495477,37.46
104,ST MICHAEL NURSING HOME,0,EASTERN,EMBU,RUNYENJES,RUNYENJES TOWN,GICHICHEEMBU,7,PRIV,-0.419983,37.569785
44,SUNRISE NURSING HOME,2687,EASTERN,EMBU,CENTRAL,MUNICIPALITY,DALLAS/STADIUM,7,PRIV,-0.534506,37.4494
34,BISMILLAH NURSING HOME,0,EASTERN,ISIOLO,CENTRAL,CENTRAL,BULLA PESA,7,PRIV,0.336434,37.569312
35,WASO NURSING HOME,3743,EASTERN,ISIOLO,CENTRAL,CENTRAL,BULLA PESA,7,PRIV,0.335741,37.571822
53,HIGH RISE NURSING HOME,0,EASTERN,KITUI,CENTRAL,TOWNSHIP,TOWNSHIPKITUI,7,PRIV,-1.358786,38.011521
55,KITUI NURSING HOME,0,EASTERN,KITUI,CHULUNI,NZAMBANI,KYANIKAKITUI,7,PRIV,-1.37183,38.0177
95,ATHI RIVER NURSING HOME,0,EASTERN,MACHAKOS,MAVOKO,SETTLED AREA,ATHI RIVER TOWNSHIP,7,PRIV,-1.484019,36.987572
96,CHRIST THE KING NURSING HOME,2287,EASTERN,MACHAKOS,CENTRAL,MASAKU,EASTLEIGH,7,PRIV,-1.51643,37.26828
97,DONYOSABUK NURSING HOME,246,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KIBOKOMACHAKOS,7,PRIV,-1.08526,37.2518
100,MATUU NURSING HOME,0,EASTERN,MACHAKOS,YATTA,MATUU,MATUUYATTA,7,PRIV,-1.142871,37.546969
102,NGULUNI NURSING HOME,0,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,NGULUNIMACHAKOS,7,PRIV,-1.278378,37.28018
103,TALA MATERNITY CLINIC AND NURSING HOME,0,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,NGULUNIMACHAKOS,7,PRIV,-1.28,37.28
86,DR. MUASA MATERNITY & NURSING HOME,0,EASTERN,MAKUENI,MTITO ANDEI,MTITO-ANDEI,KATHEKANI,7,PRIV,-2.6,38.08
87,KAMBU MATERNITY & NURSING HOME,0,EASTERN,MAKUENI,MTITO ANDEI,NZAMBANI,MUTHINGIINI,7,PRIV,-2.59124,38.0737
88,KILOME M&N HOME,0,EASTERN,MAKUENI,KILOME,MUKAA,KILOME,7,PRIV,-1.80638,37.3481
153,UMOJA MEDICAL CENTRE,0,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
90,MTITO ANDEI M&N HOME,0,EASTERN,MAKUENI,MTITO ANDEI,MTITO-ANDEI,KATHEKANI,7,PRIV,-2.66958,38.1657
91,TUMAINI M&N HOME,0,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,MIKUYUNIMAKUENI,7,PRIV,-2.40944,37.9659
44,MWINGI BARAKA NURSING HOME,0,EASTERN,MWINGI,CENTRAL,KANZANZU,KALISASI,7,PRIV,-0.95,38.08
40,NYAMBENE NURSING HOME,0,EASTERN,NORTH MERU,IGEMBE CENTRAL,MAUA,KAIBU,7,PRIV,0.237102,37.949032
41,TUURU MATERNITY & DISPENSARY,3748,EASTERN,NORTH MERU,LAARE,AKIRANG'ONDU,MACHUNGULU,7,MISS,0.313615,37.922787
38,AL-SHIFAA M&NH AND CLINIC,0,N. EASTERN,GARISSA,CENTRAL,WABERI,WABERI,7,PRIV,-0.379314,39.7172
39,DR. ABDI NURSING HOME,0,N. EASTERN,GARISSA,CENTRAL,IFTIN,IFTIN,7,PRIV,-0.47062,39.644651
40,GARISSA NURSING HOME,0,N. EASTERN,GARISSA,SANKURI,RAYA,ATHEYLEY,7,PRIV,-0.335033,39.6988
212,AVENUE NURSING HOME,176,NAIROBI,NAIROBI,WESTLANDS,HIGHRIDGE,HIGHRIDGE,7,PRIV,-1.26245,36.816607
218,CITY NURSING HOME,177,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,7,PRIV,-1.284809,36.826936
219,COPTIC CHURCH NURSING HOME,0,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,KILIMANINAIROBI,7,PRIV,-1.29604,36.796879
222,EASTLEIGH COMMUNITY CLINIC & NURSING HOME,178,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH NORTH,AIRBASE,7,PRIV,-1.269494,36.849835
224,EQUATOR NURSING HOME,2293,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,NAIROBI WEST,7,PRIV,-1.305783,36.823983
232,HURUMA MATERNITY & NURSING HOME,3346,NAIROBI,NAIROBI,EMBAKASI,UMOJA,SAVANNAH,7,PRIV,-1.277166,36.909975
235,JAMAA MATERNITY HOSPITAL,155,NAIROBI,NAIROBI,PUMWANI,BAHATI,UHURU,7,PRIV,-1.277577,36.871434
237,KAHAWA MAT. UNIT,167,NAIROBI,NAIROBI,KASARANI,KAHAWA,KONGO SOWETO,7,LA,-1.18716,36.91278
239,KIBERA FP & MATERNITY HOME,2643,NAIROBI,NAIROBI,KIBERA,KIBERA,MAKINA,7,MOH,-1.30566,36.78454
247,MARIA NURSING HOME,0,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,KAYOLE,7,PRIV,-1.272263,36.918441
249,MARIE STOPES NURSING HOME,0,NAIROBI,NAIROBI,CENTRAL,KARIOKOR,PANGANI,7,NGO,-1.263849,36.835889
263,NAIROBI WEST NURSING HOME,181,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,NAIROBI WEST,7,PRIV,-1.306259,36.820049
270,PARK ROAD NURSING HOME,182,NAIROBI,NAIROBI,CENTRAL,NGARA,NGARA EAST,7,PRIV,-1.270708,36.831304
272,PRIME CARE NURSING HOME,0,NAIROBI,NAIROBI,EMBAKASI,UMOJA,UMOJA,7,PRIV,-1.287231,36.890124
273,PUMWANI MATERNITY HOSPITAL,162,NAIROBI,NAIROBI,PUMWANI,PUMWANI,MAJENGONAIROBI,7,LA,-1.278495,36.844846
274,RADIANT HEALTH NURSING HOME,183,NAIROBI,NAIROBI,CENTRAL,KARIOKOR,PANGANI,7,PRIV,-1.267894,36.839568
281,ST. ANNES MATERNITY,2686,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,KAYOLE,7,PRIV,-1.271791,36.91678
288,UMOJA MEDICAL AND NURSING HOME CLINIC,2696,NAIROBI,NAIROBI,EMBAKASI,UMOJA,UMOJA,7,PRIV,-1.277871,36.888084
290,WESTLANDS MAT. UNIT,172,NAIROBI,NAIROBI,WESTLANDS,PARKLANDS,UPPER PARKLANDS,7,LA,-1.260665,36.801751
211,ALPHA MATERNITY HOME,149,NAIROBI,NAIROBI,,,,7,PRIV,0.00E+00,0.00E+00
30,ORTHODOX MISSION MAT & NUR HOME,2340,NYANZA,BONDO,RARIEDA,CENTRAL ASEMBO,RAMBA NORTH,7,MISS,-0.06709,34.377796
31,OWEN'S MATERNITY AND NURSING HOME,4248,NYANZA,BONDO,BONDO,BONDO TOWNSHIP,NYAWITABONDO,7,PRIV,-0.091,34.2507
29,EMENWA NURSING & MATERNITY HOME,3927,NYANZA,GUCHA,NYAMACHE,BASSI CENTRAL,EMENWA,7,PRIV,-0.82079,34.82342
30,MOGONGA NURSING & MATERNITY HOME,2329,NYANZA,GUCHA,KENYENYA,MAJOGE BORABU,IGORERA,7,PRIV,-0.86059,34.76172
31,MOWHITE M& N HOMEFORMERLY IGARE MC,4493,NYANZA,GUCHA,SAMETA,BASSI BOINTANGARE,IGARE,7,PRIV,-0.80143,34.80323
35,HOMA BAY M N H,4588,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,ARUJO,7,PRIV,-0.5591,34.4593
38,LABASIN M N H,2503,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,ARUJO,7,PRIV,-0.54155,34.4572
39,LADY MARGARET M N H,3428,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,ARUJO,7,PRIV,-0.53451,34.4366
40,OSANO M N H,1422,NYANZA,HOMA BAY,NDHIWA,WEST KANYAMWA,KWAMO,7,PRIV,-0.72645,34.3332
42,SALLY NURSING HOME,3914,NYANZA,HOMA BAY,RIANA,SOUTH KABUOCH,KAGURIA KAMENYA,7,PRIV,-0.81,34.453
43,ST. PAUL'S MISS H C,3293,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,TOWNHOMABAY,7,MISS,-0.52338,34.463
44,VICTORIA M N H,3647,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,TOWNHOMABAY,7,PRIV,-0.52325,34.4644
38,GUCHA M AND N HOME,4244,NYANZA,KISII CENTRAL,MASABA,NYARIBARI NYAMAGESA,ICHUNI,7,PRIV,-0.77745,34.9462
39,ISANA NURSING HOME,4241,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,BOBARACHO,7,PRIV,-0.68831,34.78759
40,ITIERIO M &NH,1255,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIPKISII,7,MISS,-0.676233,34.7709
41,KISII MATERNITY DISPENSARY,1268,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIPKISII,7,PRIV,-0.672524,34.770603
49,BORABU MATERNITY AND NURSING HOME,0,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYANSIONGO/GESIMA,7,PRIV,-0.75,35.02
50,FAIRVIEW NURSING HOME,3282,NYANZA,KISII NORTH,RIGOMA,GESIMA,NYATIENO,7,PRIV,-0.68395,34.9646
51,GREENVIEW MATERNITY AND NURSING HOME,3472,NYANZA,KISII NORTH,EKERENYO,KIABONYORU,NYARAMBANYAMIRA,7,PRIV,-0.559981,34.972719
52,KEROKA DISPENSARY,1269,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,BOCHARIA,7,PRIV,-0.77,34.95
53,KEROKA MAT & NURSUNG HOME,3006,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,BOCHARIA,7,PRIV,-0.773547,34.949828
54,NYAMIRA NURSING HOME,1513,NYANZA,KISII NORTH,RIGOMA,GESIMA,NYATIENO,7,PRIV,-0.68127,34.9446
55,NYANSIONGO NURSING HOME,3471,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYANSIONGO/GESIMA,7,MISS,-0.77634,34.9767
50,BOYA RURAL NURING HOME,1334,NYANZA,KISUMU,KADIBO,KOMBURA,LELA,7,PRIV,-0.172,34.90012
51,CENTRAL NURSING HOME,4674,NYANZA,KISUMU,KADIBO,KAWINO,KADHIAMBO,7,PRIV,-0.25,34.82
55,JALARAM NURSING AND MATERNITY HOME,1283,NYANZA,KISUMU,WINAM,TOWNSHIP,KALOLENIKISUMU,7,PRIV,-0.093684,34.7709
56,KIBOS NURSING HOME,1332,NYANZA,KISUMU,WINAM,KONDELE,MIGOSI,7,PRIV,-0.072126,34.7867
57,LAKE NURSING HOME,1336,NYANZA,KISUMU,WINAM,TOWNSHIP,KALOLENIKISUMU,7,PRIV,-0.101705,34.7721
58,MARIE STOPES MATERNITY AND NURSING HOME,4676,NYANZA,KISUMU,WINAM,CENTRAL KOLWA,KASULE,7,PRIV,-0.076784,34.7881
62,NIGHTINGALE NURSING HOME,3475,NYANZA,KISUMU,WINAM,KONDELE,MANYATTA 'A',7,PRIV,-0.091678,34.7784
63,NYAMITA NURSING HOME,0,NYANZA,KISUMU,WINAM,KONDELE,MIGOSI,7,PRIV,-0.07739,34.7754
23,ISIBANIA MATERNITY AND NURSING HOME,3838,NYANZA,KURIA,MABERA,BUGEMBE SOUTH,ISIBANIA,7,PRIV,-1.202746,34.464607
24,KEHANCHA NURSING HOME,3894,NYANZA,KURIA,KEHANCHA,BUKIRA EAST,IGENA,7,PRIV,-1.175676,34.630631
66,JATA MEDICAL AND MATERNITY CARE,3326,NYANZA,MIGORI,RONGO,CENTRAL KAMAGAMBO,KODERO BARA,7,PRIV,-0.756023,34.605934
69,MBERE NURSING HOME,3907,NYANZA,MIGORI,SUBA EAST,SUNA RABUOR,ONGUO,7,PRIV,-1.09,34.58
71,NGERE NURSING HOME,3877,NYANZA,MIGORI,SUBA EAST,SUNA CENTRAL,NGEGE,7,PRIV,-1.09,34.48
72,NYASARE NURSING AND MATERNITY HOME,3573,NYANZA,MIGORI,SUBA EAST,SUNA NORTH,KAKRAO,7,PRIV,-1.03,34.47
73,OGADA CHRISTIAN CLINIC AND MATERNITY HOME,0,NYANZA,MIGORI,URIRI,EAST KANYAMKAGO,THIM JOPE,7,MISS,-1.03,34.58
76,OPAPO NURSING AND MATERNITY HOME,0,NYANZA,MIGORI,RONGO,EAST KAMAGAMBO,KANYADIETO,7,PRIV,-0.709645,34.5447
77,ORUBA NURSING AND MATERNITY HOME,3325,NYANZA,MIGORI,SUBA EAST,SUNA RAGANA,ORUBA,7,PRIV,-1.069088,34.45343
78,RAPOGI COMMUNITY AND NURSING HOME,0,NYANZA,MIGORI,URIRI,NORTH KANYAMKAGO,KATIENO I,7,PRIV,-0.91036,34.47207
79,RINYA NURSING AND MATERNITY  HOME,0,NYANZA,MIGORI,RONGO,CENTRAL KAMAGAMBO,KODERO BARA,7,PRIV,-0.77,34.6
83,SORI LAKESIDE NURSING HOME,3330,NYANZA,MIGORI,KARUNGU,WEST KARUNGU,SORI,7,PRIV,-0.809121,34.15518
42,BOYA RURAL NURSING HOME,0,NYANZA,NYANDO,MIWANI,OMBEYI,AHERO IRRIG. SCHEME,7,PRIV,-0.144317,34.939922
44,KORU NURSING HOME,1335,NYANZA,NYANDO,MUHORONI,KORU,KORU,7,PRIV,-0.179882,35.2812
45,MIWANI NURSING HOME,1337,NYANZA,NYANDO,MIWANI,N.E KANO,KABAR CENTRAL,7,PRIV,-0.08547,34.988
46,MUHORONI MAT & NURSING HOME,3904,NYANZA,NYANDO,MUHORONI,MUHORONI,MUHORONI EAST,7,PRIV,-0.15225,35.19864
0,NYALUNGA NURSING HOME,0,NYANZA,NYANDO,LOWER NYAKACH,NYALUNYA,N. KABODHO,7,PRIV,-0.297344,34.904532
41,KABONDO NURSING HOME,3937,NYANZA,RACHUONYO,KABONDO,KASEWE,KASEWE 'A',7,PRIV,-0.45,34.88
42,KADONGO M N H,3650,NYANZA,RACHUONYO,KABONDO,KOWOUR,KOWIDI,7,PRIV,-0.437715,34.8911
44,MASOGO M N H,3430,NYANZA,RACHUONYO,KASIPUL,WEST KAMAGAK,KAMUMA,7,PRIV,-0.50364,34.7059
45,MATATA M N H,3294,NYANZA,RACHUONYO,KASIPUL,WEST KAMAGAK,OBISA,7,PRIV,-0.48606,34.7514
46,OKIKI AMAYO M N H,0,NYANZA,RACHUONYO,WEST KARACHUONYO,EAST KADHIMU,KAWITI,7,PRIV,-0.42629,34.52
47,OYUGIS M N H,3434,NYANZA,RACHUONYO,KASIPUL,KOWIDI,KANYANGOKOWIDI,7,PRIV,-0.5267,34.7531
136,MENENGAI MEDICAL CLINIC,1786,RIFT VALLEY,NAKURU,RONGAI,LENGINET,KAMUNGEINAKURU,7,PRIV,-0.20312,35.96133
49,RUGA NURSING HOME,3653,NYANZA,RACHUONYO,WEST KARACHUONYO,KANAM A,KOGUTARACHU,7,PRIV,-0.43,34.48
50,SORI CENTRE NURSING AND MATERNITY HOME,0,NYANZA,RACHUONYO,KABONDO,KOWOUR,KOWIDI,7,PRIV,-0.444907,34.891528
46,NYANGWESO MATERNITY & NURSING HOME,1381,NYANZA,SIAYA,YALA,EAST GEM,URANGA,7,PRIV,0.03,34.48
47,NYAR ALEGO MATERNITY AND NURSING HOME,3908,NYANZA,SIAYA,BORO,CENTRAL ALEGO,OJWANDO 'A',7,PRIV,0.0579,34.244
51,SEGA COTTAGE NURSING HOME,4257,NYANZA,SIAYA,BORO,NORTH ALEGO,NYALGUNGA,7,PRIV,0.08633,34.3076
52,SIRANGA NURSING HOME,1383,NYANZA,SIAYA,UKWALA,UKWALA,SIRANGA,7,PRIV,0.179357,34.213722
53,ST. MARY'S MATERNITY AND NURSING HOME,3917,NYANZA,SIAYA,YALA,YALA TOWNSHIP,ANYIKOYALA,7,PRIV,0.1252,34.5294
44,SOT NURSING HOME,0,RIFT VALLEY,BOMET,BOMET CENTRAL,TOWNSHIP,CHEPNGAINA,7,PRIV,-0.78832,35.33696
80,LOWER MATASIA M& NH,0,RIFT VALLEY,KAJIADO,NGONG,KISERIAN,UPPER MATASIA,7,PRIV,-1.432949,36.663385
82,MATASIA CLINIC AND M&NH,3236,RIFT VALLEY,KAJIADO,NGONG,KISERIAN,UPPER MATASIA,7,PRIV,-1.432949,36.663385
83,ONGATA RONGAI COTTAGE M&NH,2682,RIFT VALLEY,KAJIADO,NGONG,ONGATA RONGAI,LEMELEPO,7,PRIV,-1.407565,36.752651
85,ST. JUDE NURSING HOME,3255,RIFT VALLEY,KAJIADO,NGONG,ONGATA RONGAI,LEMELEPO,7,PRIV,-1.407565,36.752651
86,WANANCHI JAMII MATERNITY,3241,RIFT VALLEY,KAJIADO,NGONG,ONGATA RONGAI,LEMELEPO,7,PRIV,-1.407565,36.752651
74,GREEN VIEW NURSING HOME,0,RIFT VALLEY,KERICHO,BELGUT,KAPSUSER,KAPSUSER,7,PRIV,-0.37774,35.27472
75,KERICHO NURSING HOME,1684,RIFT VALLEY,KERICHO,AINAMOI,TOWNSHIP,TOWNSHIPKERICHO,7,PRIV,-0.36785,35.27919
76,LONDIANI NURSING HOME,0,RIFT VALLEY,KERICHO,LONDIANI,LONDIANI,CHEPKONGONYKERI,7,PRIV,-0.17231,35.59123
57,KIMANJO NURSING HOME,2149,RIFT VALLEY,LAIKIPIA,MUKOGONDO,ILDIGIRI,TURALAIKIPIA,7,PRIV,0.490493,37.0158
59,MARU INYA NURSING HOME,0,RIFT VALLEY,LAIKIPIA,CENTRAL,MARURA,MARURA,7,PRIV,0.028075,37.0483
60,NANYUKI MATERNITY AND  NURSING HOME,3269,RIFT VALLEY,LAIKIPIA,CENTRAL,NANYUKI,MAJENGOLAIKIPIA,7,PRIV,0.017221,37.0852
61,NANYUKI NURSING HOME,0,RIFT VALLEY,LAIKIPIA,CENTRAL,NANYUKI,MAJENGOLAIKIPIA,7,PRIV,0.016111,37.075622
126,BONDENI MATERNITY HOME,3133,RIFT VALLEY,NAKURU,NAKURU MUNI.,CENTRAL,BAHARINI,7,PRIV,-0.29303,36.07862
127,CHEMASIS MATERNITY HOME,4633,RIFT VALLEY,NAKURU,MBOGOINI,SUBUKIA,SUBUKIA EAST,7,PRIV,0.00395,36.23073
128,ELBURGON MATERNITY HOME,4618,RIFT VALLEY,NAKURU,ELBURGON,ELBURGON,ELBURGON,7,PRIV,-0.291776,35.798273
129,EVANS SUNRISE MEDICAL CENTRE,0,RIFT VALLEY,NAKURU,NAKURU MUNI.,KAPTEMBWO,VIWANDA,7,PRIV,-0.28866,36.06336
131,GILGIL COMMUNITY CLINIC,0,RIFT VALLEY,NAKURU,GILGIL,GILGIL,GILGIL,7,PRIV,-0.497748,36.326577
133,LEKEN MATERNITY HOME,4603,RIFT VALLEY,NAKURU,NAKURU MUNI.,CENTRAL,BAHARINI,7,PRIV,-0.30699,36.07058
134,LONGONOT MAT & NURSING HOME,1738,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA TOWN,SOKONINAKURU,7,MISS,-0.71889,36.43997
137,MOLO NURSING HOME,3514,RIFT VALLEY,NAKURU,ELBURGON,TURI,KIAMBIRIRIA,7,PRIV,-0.26237,35.72823
138,NAIVASHA NURSING HOME,1787,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA TOWN,SOKONINAKURU,7,PRIV,-0.708559,36.433333
139,NAKURU NURSING HOME,1788,RIFT VALLEY,NAKURU,NAKURU MUNI.,CENTRAL,BAHARINI,7,PRIV,-0.28821,36.07868
140,RIFT VALLEY NURSING AND MATERNITY HOME,3509,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA TOWN,LAKE VIEW,7,PRIV,-0.722072,36.435135
141,WANGU MATERNITY & NURSING HOME,1785,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA EAST,MARAIGUSHU,7,PRIV,-0.71768,36.47399
93,KAPSABET NURSING HOME,3892,RIFT VALLEY,NANDI,NANDI HILLS,KAPCHORUA,SERE NGONIK,7,PRIV,0.086517,35.346106
70,MASAI NURSING HOME,3900,RIFT VALLEY,NAROK,CENTRAL,LOWER MELILI,NAROK TOWN,7,PRIV,-1.08628,35.857
47,AKEMO NURSING HOME,4289,RIFT VALLEY,TRANS MARA,KILGORIS,OLOLCHANI,OLOLCHANI,7,PRIV,-0.931848,34.846795
62,CHERANGANY NURSING HOME,3867,RIFT VALLEY,TRANS-NZOIA,CHERANGANY,CHERANGANY,KACHIBORA,7,PRIV,0.987338,35.221466
65,KITALE NURSING HOME,1870,RIFT VALLEY,TRANS-NZOIA,CENTRAL,MUNICIPALITY,BONDENITNZOIA,7,PRIV,1.025296,34.995804
64,BUNGOMA MATERNITY AND NURSING HOME,2241,WESTERN,BUNGOMA,KANDUYI,TOWNSHIP,KHALABABUNGOMA,7,PRIV,0.566278,34.566654
65,CHETAMBE NURSING HOME,3888,WESTERN,BUNGOMA,WEBUYE,WEBUYE,MARAKA,7,PRIV,0.595069,34.754303
68,KHALABA MATERNITY HOME,2478,WESTERN,BUNGOMA,CENTRAL,KABUCHAI,KABUCHAI,7,PRIV,0.68,34.57
70,LUMBOKA NURSING HOME,0,WESTERN,BUNGOMA,KANDUYI,TOWNSHIP,KHALABABUNGOMA,7,PRIV,0.565506,34.564791
71,LUMINO NURSING & MATERNITY HOME,0,WESTERN,BUNGOMA,KANDUYI,TOWNSHIP,TOWNSHIPKANDUYI,7,PRIV,0.58,34.55
135,DR. V V LODHIA CLINIC,2978,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
137,ELDORET MED SERVICES,3616,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
140,FAMILY MEDICAL CLINIC,0,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
0,FLAX CLINIC,0,RIFT VALLEY,UASIN GISHU,ELDORET,ELDORET,,6,PRIV,0.00E+00,0.00E+00
142,KAREN'S MEDICAL CLINIC,0,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
143,KIBUNGUCHY MEDICARE,0,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
144,KIREMY MEDICAL CLINIC,0,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
0,KOIBATAT CLINIC,0,RIFT VALLEY,UASIN GISHU,MOIBEN,KIMONING,KAPTUL,6,PRIV,0.00E+00,0.00E+00
0,MARISHI MEDICAL CLINIC,0,RIFT VALLEY,UASIN GISHU,MUNICIPALITY,,,6,PRIV,0.00E+00,0.00E+00
0,MUNYAKA MEDICAL CLINIC,0,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
146,MUNYAKA MISSION CLINIC,4405,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
0,MUNYOKA CLINIC,0,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
147,NAZARETH MEDICAL CLINIC,0,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
0,PROFESSOR CLINIC ESAMAI,0,RIFT VALLEY,UASIN GISHU,ELDORET,ELDORET,,6,PRIV,0.00E+00,0.00E+00
149,ST JOAN'S CLINIC UASIN GISHU,2119,RIFT VALLEY,UASIN GISHU,,,,6,PRIV,0.00E+00,0.00E+00
0,WANAINCHI MEDICAL CLINIC,0,RIFT VALLEY,UASIN GISHU,ELDORET,ELDORET,,6,PRIV,0.00E+00,0.00E+00
78,ANNETTA MEDICAL CLINIC,0,WESTERN,BUNGOMA,,,,6,PRIV,0.00E+00,0.00E+00
81,DR. ARUNKUMAR H SHETH'S CLINIC,0,WESTERN,BUNGOMA,,,,6,PRIV,0.00E+00,0.00E+00
85,KEMA MEDICAL CLINIC,4809,WESTERN,BUNGOMA,,,,6,PRIV,0.00E+00,0.00E+00
88,MAENDELEO MEDICAL CLINIC,0,WESTERN,BUNGOMA,,,,6,PRIV,0.00E+00,0.00E+00
89,NANG'ENI MEDICAL CLINIC,0,WESTERN,BUNGOMA,,,,6,PRIV,0.00E+00,0.00E+00
90,PEMA MEDICAL CLINIC,0,WESTERN,BUNGOMA,,,,6,PRIV,0.00E+00,0.00E+00
91,SANGO MEDICAL CLINIC,0,WESTERN,BUNGOMA,,,,6,PRIV,0.00E+00,0.00E+00
92,"SENDO ""B"" MEDICAL CLINIC",0,WESTERN,BUNGOMA,,,,6,PRIV,0.00E+00,0.00E+00
93,ST. FAITH MEDICAL CENTRE,0,WESTERN,BUNGOMA,,,,6,PRIV,0.00E+00,0.00E+00
47,CENTRAL MEDICAL CLINIC,0,WESTERN,BUSIA,TOWNSHIP,TOWNSHIP,MJINI CENTRAL,6,PRIV,0.465368,34.101203
51,KHAYO CLINIC,0,WESTERN,BUSIA,,,,6,PRIV,0.00E+00,0.00E+00
60,NAMSIA MEDICAL CLINIC,3666,WESTERN,BUSIA,,,,6,PRIV,0.00E+00,0.00E+00
69,ST.TOBIAS CLINIC,0,WESTERN,BUSIA,,,,6,PRIV,0.00E+00,0.00E+00
