Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub-Location,Facility Type,Agency,Latitude,Longitude
27,KITHEGI DISP,804,EASTERN,EMBU,NEMBURE,KITHIMU,KITHEGI,4,MOH,-0.510879,37.5585
38,KIRUA DISP,1117,EASTERN,CENTRAL MERU,BUURI,KIIRUA,KIIRUA,4,MOH,0.143063,37.5607
92,WAMUNYU HEALTH CENTRE,1017,EASTERN,MACHAKOS,YATHUI,WAMUNYU,KAMBITIMACHAKOS,3,MOH,-1.40332,37.5619
78,URUKU GK PRISON DISP,1163,EASTERN,CENTRAL MERU,NKUENE,NKUENE,URUKUCMERU,4,MOH,-0.037399,37.5638
57,NAARI DISP,1151,EASTERN,CENTRAL MERU,BUURI,NAARI,MURUGUMA,4,MOH,0.091141,37.5657
39,RUNYENJES SUB-DISTRICT HOSPITAL,842,EASTERN,EMBU,RUNYENJES,RUNYENJES TOWN,KIGAA,1,MOH,-0.424635,37.5698
0,GK PRISON DISP,196,EASTERN,ISIOLO,CENTRAL,CENTRAL,BULLA PESA,9,MOH,0.342176,37.570504
0,ANTI POACHING UNIT,846,EASTERN,ISIOLO,CENTRAL,CENTRAL,BULLA PESA,4,MOH,0.330212,37.571032
6,GATUMBI DISP,802,EASTERN,EMBU,KYENI,KYENI NORTH,KIANGUNGI,4,MOH,-0.381235,37.572321
25,KIKUMINI HEALTH CENTRE,959,EASTERN,MAKUENI,NGUU,ITHUMBA,KIKUMINIITHUMBA,3,MOH,-2.04329,37.57379
21,ITHIMBARI DISP,2525,EASTERN,CENTRAL MERU,ABOGETA,IGOKI,UPPER CHURE,4,MOH,-0.079823,37.5746
18,MAKIMA DISP,824,EASTERN,MBEERE,MWEA,MAKIMA,MAKIMA,4,MOH,-0.766714,37.5773
29,ISIOLO BARRACKS DISP,855,EASTERN,ISIOLO,CENTRAL,CENTRAL,BULLA PESA,9,MOH,0.340206,37.577625
11,ISIOLO DISTRICT HOSPITAL,873,EASTERN,ISIOLO,CENTRAL,CENTRAL,KAMPI ODHA,1,MOH,0.3751,37.5812
33,KIONYO DISP,1122,EASTERN,CENTRAL MERU,ABOGETA,ABOGETA,UPPER KIUNGONE,4,MOH,-0.124147,37.5841
11,LERATA DISP,3056,RIFT VALLEY,SAMBURU,WASO,WASO EAST,LERATA,4,MOH,0.767468,37.5851
65,MIU DISP,994,EASTERN,MACHAKOS,YATHUI,MIU,KALAMBAMACHAKOS,4,MOH,-1.5362,37.5853
33,MUFU DISP,826,EASTERN,EMBU,KYENI,KYENI NORTH,MUFU,4,MOH,-0.396106,37.5869
29,RIANDU DISP,2282,EASTERN,MBEERE,SIAKAGO,NTHAWA,RIANDU,4,MOH,-0.526221,37.5887
63,NKANDO DISP,4453,EASTERN,CENTRAL MERU,NKUENE,NKUENE,URUKUCMERU,4,MOH,-0.041232,37.592321
27,KILILI SHC,3524,EASTERN,MAKUENI,MATILIKU,KILILI,KILILI,4,MOH,-1.91461,37.59446
36,KITHEUNI DISP,2411,EASTERN,MACHAKOS,YATTA,KINYAATA,MAKUTANOMACHA,4,MOH,-1.29104,37.5964
26,NGANDURI DISP,828,EASTERN,MBEERE,GACHOKA,KIANJIRU,KIRIMAMBEERE,4,MOH,-0.698898,37.5972
50,MKUMBUNE SUB DISTRICT HOSPITAL,1137,EASTERN,CENTRAL MERU,NKUENE,MIKUMBUNE,MIKUMBUNE,3,MOH,-0.072225,37.6006
28,KIKESA DISP,3563,EASTERN,MACHAKOS,YATTA,KINYAATA,MAKUTANOMACHA,4,MOH,-1.24798,37.6013
76,URUKU H C,1162,EASTERN,CENTRAL MERU,NKUENE,NKUENE,URUKUCMERU,3,MOH,-0.030434,37.6088
19,KATHANJURI DISP,816,EASTERN,EMBU,KYENI,KYENI SOUTH,NYAGARI,4,MOH,-0.42,37.61
32,KINORO DISP,3217,EASTERN,CENTRAL MERU,IGOJI,KINORO,KINORO,4,MOH,-0.176703,37.6126
10,KITOBO DISP,2884,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KITOBO,4,MOH,-3.44028,37.613098
12,ENTARARA H C,4549,RIFT VALLEY,KAJIADO,LOITOKITOK,ROMBO,ENTARARA,3,MOH,-2.978681,37.616278
47,MASUMBA DISP,4234,EASTERN,MAKUENI,NGUU,ITHUMBA,MASUMBA,4,MOH,-2.02439,37.61894
30,SEROLIPI DISP,2115,RIFT VALLEY,SAMBURU,WASO,SELEOLIPI,SEREOLIPI,4,MOH,1.1244,37.6199
25,KIBUGUA DISP,1113,EASTERN,SOUTH MERU,MAGUMONI,THUITA,KATHATWA,4,MOH,-0.36982,37.62027
16,GITHONGO SUB DISTRICT HOSPITAL,1167,EASTERN,CENTRAL MERU,ABOTHUGUCHI WEST,GITHONGO EAST,KARUGWA,1,MOH,-0.005739,37.6215
61,MUMBUNI DISP,4231,EASTERN,MAKUENI,WOTE,WOTE,ITAA,4,MOH,-1.92721,37.6245
54,MASINGA DISP,987,EASTERN,MACHAKOS,MASINGA,MASINGA,MUSUMAA,4,MOH,-0.930548,37.6259
45,MAKUENI DISTRICT HOSPITAL,1042,EASTERN,MAKUENI,WOTE,WOTE,UNOA,1,MOH,-1.78103,37.62703
24,KATULANI DISP,954,EASTERN,MACHAKOS,YATHUI,KIBAUNI,ITUMBULE,4,MOH,-1.53005,37.6345
30,KIINI DISP,2720,EASTERN,SOUTH MERU,MUTHAMBI,MITHERU,GATUA,4,MOH,-0.290323,37.6393
32,KINYATA DISP,963,EASTERN,MACHAKOS,YATTA,KINYAATA,KINYAATA,4,MOH,-1.33411,37.6395
22,MBEERE DISTRICT HOSP,843,EASTERN,MBEERE,SIAKAGO,NTHAWA,SIAKAGO,1,MOH,-0.575225,37.640991
16,KIRITIRI HEALTH CENTRE,839,EASTERN,MBEERE,GACHOKA,KIANJIRU,NYANGWA,3,MOH,-0.678952,37.6411
75,TUNTU DISP MERU GK PRISON DISP,3432,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,NTIMA,TUNTU,4,MOH,0.052321,37.641232
12,GATIMBI DISP,1077,EASTERN,CENTRAL MERU,ABOTHUGUCHI CENTRAL,MARIENE,MUGAMBONE,4,MOH,-0.000673,37.6417
71,RUIRI RHDC,1186,EASTERN,CENTRAL MERU,BUURI,RUIRI,NCOROIBORO,3,MOH,0.162059,37.6436
2,CHUKA HOSPITAL,1179,EASTERN,SOUTH MERU,CHUKA,KIANG'ONDU,KIANG'ONDU,1,MOH,-0.32748,37.645496
4,KAKO DISP,942,EASTERN,MAKUENI,WOTE,KAKO,KAKOWOTE,4,MOH,-1.694532,37.64669
13,KALALA DISP,4348,EASTERN,MACHAKOS,YATHUI,KIBAUNI,KILALAMACHAKOS,4,MOH,-1.582363,37.652325
91,TULILA DISP,2502,EASTERN,MACHAKOS,YATHUI,KIBAUNI,KILALAMACHAKOS,4,MOH,-1.59588,37.6536
30,MWERAO-NKANGA DISP,2742,EASTERN,NORTH MERU,AKITHI,AKITHI,THINYAINE,4,MOH,0.243768,37.656957
9,GAKOROMONE DISP,2382,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,MUNICIPALITY,GAKOROMONE,4,MOH,0.044284,37.6595
17,MACHANGA DISP,822,EASTERN,MBEERE,GACHOKA,MAVURIA,MAVURIA,4,MOH,-0.777543,37.6599
16,KARURUMO RHTC,844,EASTERN,EMBU,KYENI,KARURUMO,KATHUNGURI,3,MOH,-0.46,37.66
35,MPUKONI HEALTH CENTRE,1175,EASTERN,SOUTH MERU,MAGUMONI,KABUBONI,KANYAKINI,3,MOH,-0.380376,37.6608
6,IKOMBE DISP,1776,EASTERN,MACHAKOS,YATTA,IKOMBE,IKOMBE,4,MOH,-1.27874,37.6629
160,NKUBU DISP,3718,EASTERN,CENTRAL MERU,NKUENE,NKUENE,KATHERACMERU,4,MOH,-0.062288,37.663113
46,MERU DISTRICT HOSPITAL,1181,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,MUNICIPALITY,KAAGA2,1,MOH,0.060928,37.6641
0,BARAGU DISP,0,EASTERN,SOUTH MERU,MWIMBI,GANGA,KIRUMI,4,MOH,-0.24,37.67
22,KANYAKINE HEALTH CENTRE,1098,EASTERN,CENTRAL MERU,ABOGETA,KITHANGARI,NTHARENE,3,MOH,-0.120981,37.6702
40,MASIMBA HEALTH CENTRE,1546,RIFT VALLEY,KAJIADO,MASHURU,KENYEWA,KIBOKOKAJIADO,3,MOH,-2.19128,37.6717
39,KYALUMA DISP,0,EASTERN,MAKUENI,KALAWA,KALAWA,MBUKONI,4,MOH,-1.6711,37.6718
21,KATANGI HEALTH CENTRE,1021,EASTERN,MACHAKOS,YATTA,KATANGI,KATANGI,3,MOH,-1.39932,37.6764
0,MITUNTU DISP,0,EASTERN,NORTH MERU,TIGANIA WEST,MITUNTU,THAU,4,MOH,0.186778,37.677007
34,TAVETA DISTRICT HOSPITAL,740,COAST,TAITA TAVETA,TAVETA,BOMANI,MBOGHONI,1,MOH,-3.3987,37.67725
41,MUTHAMBI HEALTH CENTRE,3296,EASTERN,SOUTH MERU,MUTHAMBI,GITINJE,CHAMUNGA,3,MOH,-0.28,37.68
67,MWEINI DISP,247,EASTERN,MAKUENI,NGUU,MWEINI,MWEINI,4,MOH,-2.06572,37.68008
0,LIMAURU DISP,0,EASTERN,NORTH MERU,URINGU,NKOMO,LIMAURU,4,MOH,0.152893,37.689346
8,KIMORIGO DISP,710,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KIMORIGO,4,MOH,-3.46046,37.69194
40,KIVAA DISP,973,EASTERN,MACHAKOS,MASINGA,KIVAA,KIVAA,4,MOH,-0.803821,37.6998
61,NKACII DISP,2745,EASTERN,CENTRAL MERU,ABOGETA,KIRINGA,KITHATU,4,MOH,-0.132542,37.702131
28,KATHITHI DISP,1107,EASTERN,CENTRAL MERU,MIRIGA MIERU EAST,MUNITHU,KIRIMENE,4,MOH,0.069612,37.7025
32,KIRUMI DISP,810,EASTERN,SOUTH MERU,MWIMBI,GANGA,KIRUMI,4,MOH,-0.23964,37.702703
23,KAONGO DISP,1099,EASTERN,CENTRAL MERU,ABOTHUGUCHI EAST,NDURUMA,KAONGO,4,MOH,-0.032333,37.7038
6,KABUGURI DISP,3420,EASTERN,MBEERE,GACHOKA,MAVURIA,GICHICHEMBEERE,4,MOH,-0.728532,37.7055
0,LIMORO DISP,0,EASTERN,NORTH MERU,AKITHI,AKITHI,ATHWANAAKITHI,4,MOH,0.256089,37.707853
3,KATHANJE DISP,2520,EASTERN,MBEERE,SIAKAGO,MUMINJI,GANGARA,4,MOH,-0.621172,37.70991
37,KWAKAVISI DISP,977,EASTERN,MAKUENI,KATHONZWENI,KATHONZWENI,KWAKAVISI,4,MOH,-2.00468,37.7102
12,ISIOLO SAMBURU COMPLEX DISP,857,EASTERN,ISIOLO,CENTRAL,NGARE MARA,GOTU,4,MOH,0.650937,37.7107
36,MUKUI DISP,1143,EASTERN,SOUTH MERU,MWIMBI,GANGA,MUGUMANGO,4,MOH,-0.257658,37.711171
6,KALAWA HEALTH CENTRE,1020,EASTERN,MAKUENI,KALAWA,KALAWA,KALAWA,3,MOH,-1.64506,37.71162
17,KUNENE DISP,1125,EASTERN,NORTH MERU,URINGU,NKOMO,KUNENE,4,MOH,0.13256,37.71242
10,KANYUAMBORA DISP,812,EASTERN,MBEERE,EVURORE,KANYUOMBORA,NGURA,4,MOH,-0.466099,37.7169
8,KAMUMU DISP,808,EASTERN,MBEERE,EVURORE,KIANGOMBE,KATHERAMBEERE,4,MOH,-0.500292,37.7249
28,NJUKINI DISP,724,COAST,TAITA TAVETA,TAVETA,NJUKINI,NJUKINITAVETA,4,MOH,-3.19,37.725128
21,KIBOKO DISP,253,EASTERN,MAKUENI,MAKINDU,KIBOKO,KAASUVI,4,MOH,-2.24791,37.72598
15,KATHONZWENI SUB H C,952,EASTERN,MAKUENI,KATHONZWENI,KATHONZWENI,ITUKA,3,MOH,-1.91277,37.72884
0,URINGU DISP,4694,EASTERN,NORTH MERU,URINGU,NKOMO,KILENCHUNE,4,MOH,0.145962,37.734072
3,CHALA DISP,706,COAST,TAITA TAVETA,TAVETA,CHALA,CHALA,4,MOH,-3.29582,37.736031
27,MUTIONJURI DISP,4205,EASTERN,NORTH MERU,TIGANIA WEST,KIANJAI,KIANJAI,4,MOH,0.17241,37.74123
27,ILTILAL DISP,3369,RIFT VALLEY,KAJIADO,LOITOKITOK,KUKU,KUKU,4,MOH,-2.949365,37.749396
34,MAGUTUNI SUB-DISTRICT HOSPITAL,1126,EASTERN,SOUTH MERU,MWIMBI,KIERA,MAGUTUNI,1,MOH,-0.23523,37.751235
62,OLORIKA DISP,3218,RIFT VALLEY,KAJIADO,LOITOKITOK,KUKU,OLORIKA,4,MOH,-2.778795,37.753712
14,MATA DISP,714,COAST,TAITA TAVETA,TAVETA,JIPE,MATA,4,MOH,-3.47483,37.7561
19,KAUMBUU DISP,4691,EASTERN,MAKUENI,KALAWA,ATHI,MIANGENIMAKUENI,4,MOH,-1.62675,37.7586
38,MUMBUNI DISP,3950,EASTERN,SOUTH MERU,MUTHAMBI,GITINJE,KANDUNGU,4,MOH,-0.28,37.76
8,KALII SUB H C,946,EASTERN,MAKUENI,MAKINDU,TWAANDU,KALII,3,MOH,-2.10167,37.76038
18,MAIKONA DISP,2386,EASTERN,MARSABIT,MAIKONA,MAIKONA,MAIKONA,4,MOH,2.812325,37.762325
15,GIAKI DISP,1081,EASTERN,CENTRAL MERU,MIRIGA MIERU EAST,GIAKI,KAMBEREU,4,MOH,0.03352,37.7684
20,KIANGINI CHANDARIA DIS,4228,EASTERN,MAKUENI,KATHONZWENI,MBUVO,KIANGINI,4,MOH,-2.06983,37.76875
15,KIRIE DISP,820,EASTERN,MBEERE,SIAKAGO,MUTITU,KIRIE,4,MOH,-0.573522,37.7739
0,KIMACHIA DISP,0,EASTERN,NORTH MERU,URINGU,KIMACHIA,NTOMBO,4,MOH,0.097733,37.777405
24,MERILLE DISP,4322,EASTERN,MARSABIT,LAISAMIS,MERILLE,MERILLE,4,MOH,1.492321,37.782325
5,ISHIARA SUB-DISTRICT HOSPITAL,841,EASTERN,MBEERE,EVURORE,ISHIARA,EVURORE,1,MOH,-0.452179,37.7833
50,MAVINDINI HEALTH CENTRE,989,EASTERN,MAKUENI,KATHONZWENI,MAVINDINI,MAVINDINI,3,MOH,-1.81798,37.78557
38,KITHIOKO HEALTH CENTRE,969,EASTERN,MACHAKOS,MASINGA,KITHYOKO,KITHYOKO,3,MOH,-1.0745,37.7859
16,KATHULUMBI SUB H C,953,EASTERN,MAKUENI,KALAWA,KATHULUMBI,KATHULUMBI,3,MOH,-1.73039,37.78815
22,MIATHENE SUB-DISTRICT HOSPITAL,1172,EASTERN,NORTH MERU,TIGANIA WEST,MIATHENE,MIATHENE,1,MOH,0.14875,37.7912
46,KYONDONI DISP,4268,EASTERN,MACHAKOS,MASINGA,KIVAA,KYONDONIMACHA,4,MOH,-0.841232,37.792326
12,KANZOKEA COMMUNITY DISP,0,EASTERN,MAKUENI,KATHONZWENI,KITHUKI,KIMUNDI,4,MOH,-1.92433,37.7965
26,MUTHARA DISP,1145,EASTERN,NORTH MERU,TIGANIA NORTH,MUTHARA,KITHARENE,4,MOH,0.227599,37.7975
13,KIAMBERE HEALTH CENTRE,836,EASTERN,MBEERE,GACHOKA,KIAMBERE,KIAMBERE,3,MOH,-0.691489,37.8007
21,MBEU RURAL DEMONSTRATION UNIT,3431,EASTERN,NORTH MERU,URINGU,MBEU,MBEUNMERU,3,MOH,0.08231,37.80232
4,ILIKA DISP,3096,EASTERN,KITUI,YATTA,YATTA,ILIKA,4,MOH,-1.59297,37.8065
23,KISEVENI DISP,3095,EASTERN,KITUI,KABATI,KATUTU,KATUTU,4,MOH,-1.22183,37.8088
63,MUTEMBUKU SUB HEALTH CENTRE,654,EASTERN,MAKUENI,KALAWA,KATHULUMBI,MUTEMBUKU,3,MOH,-1.69642,37.81112
15,KATUTU DISP,4702,EASTERN,KITUI,KABATI,KATUTU,KATUTU,4,MOH,-1.152321,37.812532
0,KITHEO DISP,0,EASTERN,NORTH MERU,AKITHI,KITHEO,KITHEOAKITHI,4,MOH,0.145355,37.815995
66,OLTIASIKA DISP,1535,RIFT VALLEY,KAJIADO,LOITOKITOK,IMBIRIKANI,OLTIASIKA,4,MOH,-2.602407,37.818751
2,GACABARI DISP,3391,EASTERN,MBEERE,GACHOKA,KIAMBERE,GACABARI,4,MOH,-0.672321,37.82321
43,MAKINDU SUB-DISTRICT HOSPITAL,1041,EASTERN,MAKUENI,MAKINDU,MAKINDU,MANYATTAMAKUENI,1,MOH,-2.28127,37.82413
0,CHARURU DISP,0,EASTERN,NORTH MERU,TIGANIA NORTH,MUTHARA,KITHARENE,4,MOH,0.192156,37.825027
25,KWA- VONZA DISP,4139,EASTERN,KITUI,YATTA,KWA VONZA,MIKUYUNIKITUI,4,MOH,-1.37858,37.8262
6,HURI HILLS DISP,0,EASTERN,MARSABIT,MAIKONA,HURRI HILLS,HURRI HILLS,4,MOH,3.48922,37.8293
15,KANJUKI HEALTH CENTRE,1092,EASTERN,SOUTH MERU,IGAMBANG'OMBE,KAJUKI,KAJUKI,3,MOH,-0.34231,37.83232
27,RIACHINA DISP,2866,EASTERN,MBEERE,GACHOKA,KIAMBERE,RIACHINA,4,MOH,-0.78951,37.8331
26,KWA-MUTONGA DISP,889,EASTERN,KITUI,KABATI,KWA-MUTONGA,SYOKITHUMBI,4,MOH,-1.31184,37.8343
24,MIKINDURI DISP,1136,EASTERN,NORTH MERU,TIGANIA CENTRAL,MIKINDURI WEST,ANJUKI,4,MOH,0.123208,37.836
50,YATTA HEALTH CENTRE,929,EASTERN,KITUI,YATTA,YATTA,MAKUSYA,3,MOH,-1.46519,37.8399
32,KITHUKI DISP,970,EASTERN,MAKUENI,KATHONZWENI,KITHUKI,KITHUKI,4,MOH,-1.98943,37.85507
33,THANA NZAU DISP,4586,EASTERN,MWINGI,MIGWANI,THITANI,THAANA,4,MOH,-0.89232,37.86232
8,KANGETA H C,1096,EASTERN,NORTH MERU,IGEMBE NORTH,MUKULULU,LIBURU,4,MOH,0.266577,37.8746
34,KITISE HEALTH CENTRE,1024,EASTERN,MAKUENI,KATHONZWENI,KITISE,KITISEMAKUENI,3,MOH,-2.05631,37.87693
2,IIANI DISP,0,EASTERN,MAKUENI,KATHONZWENI,KANTHUNI,KANTHUNI,4,MOH,-1.87324,37.87744
25,MUTHATHARA DISP,3760,EASTERN,MBEERE,EVURORE,ISHIARA,KAMARANDIMBEERE,4,MOH,-0.431906,37.8879
31,KIBURINE DISP,3441,EASTERN,CENTRAL MERU,MIRIGA MIERU EAST,KIBURINE,MBIRIKENE,4,MOH,-0.001939,37.8887
0,AMUGAA DISP,4695,EASTERN,NORTH MERU,TIGANIA EAST,ANKAMIA,AMUGAA,4,MOH,0.163418,37.889069
47,TIVA DISP,912,EASTERN,KITUI,CENTRAL,KYANGWITHYA WEST,UTOONI,4,MOH,-1.43628,37.8899
30,NZAWA DISP,907,EASTERN,MWINGI,MIGWANI,NGUUTANI,NZAWA,4,MOH,-1.11452,37.8983
6,KANYURU DISP,746,EASTERN,THARAKA,CENTRAL THARAKA,NTUGI,KANYURU,4,MOH,-0.149053,37.90093
9,KANYANGI DISP,879,EASTERN,KITUI,YATTA,KANYANGI,SYOMUNYU,4,MOH,-1.7641,37.901
1,AKACHIU H C KANUNI H C,2516,EASTERN,NORTH MERU,IGEMBE S/WEST,AKACHIU,AUKI,3,MOH,0.20324,37.90234
19,KAUWI HEALTH CENTRE,920,EASTERN,KITUI,KABATI,KAUWI,KAUWI,3,MOH,-1.23961,37.9032
0,KANTHIARI DISP,0,EASTERN,NORTH MERU,IGEMBE CENTRAL,KANTIHIARI,KINYANKA,4,MOH,0.213503,37.910418
12,KIEGOI DISP,3804,EASTERN,NORTH MERU,IGEMBE CENTRAL,KANTIHIARI,GITUUMI,4,MOH,0.23,37.92
2,CHIAKARIGA HEALTH CENTRE,1165,EASTERN,THARAKA,SOUTH THARAKA,CHIAKARIGA,CHIAKARIGA,3,MOH,-0.28,37.92
80,SYUMILE DISP,695,EASTERN,MAKUENI,MAKINDU,NGUUMO,SYUMILE,4,MOH,-2.27925,37.92147
43,WINZIEI DISP,917,EASTERN,MWINGI,MIGWANI,THITANI,WINZYIEEI,4,MOH,-0.946025,37.9291
0,KUNATI DISP,0,EASTERN,NORTH MERU,TIGANIA EAST,THANKATHA,KUNATI,4,MOH,0.085417,37.930123
33,NYAMBENE DISTRICT HOSPITAL,4423,EASTERN,NORTH MERU,IGEMBE CENTRAL,MAUA,KAIBU,1,MOH,0.242123,37.93232
3,ILENGI DISP,877,EASTERN,KITUI,IKUTHA,MALUMA,MUAMBANI,4,MOH,-1.90411,37.9377
18,LAARE HEALTH CENTRE,1169,EASTERN,NORTH MERU,LAARE,ANTUAMBUI,ANTUAMBUI,3,MOH,0.33692,37.9391
23,MUUMONI DISP,898,EASTERN,MWINGI,MUUMONI,KAKUYU,IKONGO,4,MOH,-0.571593,37.9434
7,KALIMANI DISP,3946,EASTERN,KITUI,KABATI,KALIMANI,KAVUVUU,4,MOH,-1.33962,37.9455
14,NKONDI DISP,1156,EASTERN,THARAKA,CENTRAL THARAKA,NKONDI,NKONDI,4,MOH,-0.04053,37.956
14,KATULANI HEALTH CENTRE,919,EASTERN,KITUI,CENTRAL,KATULANI,KATULANIKITUI,3,MOH,-1.52074,37.9566
38,TYAA KAMUTHALE DISP,913,EASTERN,MWINGI,MUUMONI,KAKUYU,TYAA,4,MOH,-0.725749,37.9624
13,KATILINI DISP,3777,EASTERN,KITUI,IKUTHA,KALIVU,KATILINI,4,MOH,-2.052321,37.963212
22,KIBWEZI HEALTH CENTRE,1023,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,MIKUYUNIMAKUENI,3,MOH,-2.4096,37.96676
9,THARAKA DISTRICT HOSPITAL,1170,EASTERN,THARAKA,CENTRAL THARAKA,MARIMANTI,KIRANGARE,1,MOH,-0.16,37.97
5,KAMANYAKI DISP,1093,EASTERN,THARAKA,SOUTH THARAKA,KAMANYAKI,KAMANYAKI,4,MOH,-0.32,37.97
38,KYAANI DISP,4454,EASTERN,MAKUENI,KIBWEZI,UTITHI,UTITHI,4,MOH,-2.55381,37.97803
29,MUTUATI H C,1149,EASTERN,NORTH MERU,MUTUATI,KABACHI,AMWATHI 1,3,MOH,0.385305,37.9798
14,KYAENI DISP,4584,EASTERN,MWINGI,CENTRAL,KIOMO,KIOMO,4,MOH,-0.93231,37.98253
21,MARSABIT DISTRICT HOSPITAL,1068,EASTERN,MARSABIT,CENTRAL,NAGAYO,MAJENGOMARSABIT,1,MOH,2.324839,37.985249
17,KATHYAKA DISP,4693,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,NGULU,4,MOH,-2.26236,37.98967
4,KALILUNI DISP,0,EASTERN,MWINGI,MIGWANI,MIGWANI,KALILUNIMWINGI,4,MOH,-1.08153,37.99
30,MATINYANI DISP,892,EASTERN,KITUI,KABATI,MUSENGO,KAKUMUTI,4,MOH,-1.2485,37.9933
9,KALULINI SUB HEALTH CENTRE,4229,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,NGANDANI,3,MOH,-2.34879,37.99387
74,NZEVENI SUB HEALTH CENTRE,3665,EASTERN,MAKUENI,MTITO ANDEI,NZAMBANI,MUTHINGIINI,3,MOH,-2.59171,37.99668
20,MIGWANI SUB-DISTRICT HOSP,923,EASTERN,MWINGI,MIGWANI,MIGWANI,KALILUNIMWINGI,1,MOH,-1.08919,38.0062
17,KAUMA DISP,3084,EASTERN,KITUI,KABATI,KAUMA,MUSOSYAKITUI,4,MOH,-1.27073,38.0066
24,KITUI DISTRICT HOSPITAL,930,EASTERN,KITUI,CENTRAL,TOWNSHIP,TOWNSHIPKITUI,1,MOH,-1.3666,38.0163
52,N.Y.S DISP,888,EASTERN,KITUI,MUTOMO,IKANGA,ILUSYA,9,MOH,-1.633333,38.016667
34,THARAKA DISP,911,EASTERN,MWINGI,MUUMONI,THARAKA,GAKOMBE,4,MOH,-0.311694,38.0172
13,KONYU DISP,4196,EASTERN,MWINGI,MUUMONI,KATSE,KONYU,4,MOH,-0.479087,38.0282
21,KISASI HEALTH CENTRE,411,EASTERN,KITUI,CHULUNI,KISASI,MASIMBINI,3,MOH,-1.56242,38.0305
31,NZELUNI DISP,909,EASTERN,MWINGI,MIGWANI,MIGWANI,MUIVU,4,MOH,-1.11452,38.0315
33,MISEWANI DISP,3912,EASTERN,KITUI,CENTRAL,KYANGWITHYA EAST,MISEWANI,4,MOH,-1.332321,38.032332
26,NGUNGANI DISP,4581,EASTERN,MWINGI,MUUMONI,KAKUYU,MUSOSYAMWINGI,4,MOH,-0.593329,38.0364
18,TUNYAI DISP,1160,EASTERN,THARAKA,NORTH THARAKA,GATUE,GATUNGA,4,MOH,-0.17,38.04
32,NTHAMBIRO DISP,3807,EASTERN,NORTH MERU,IGEMBE EAST,NGUYUYU,NTHAMBIRO,4,MOH,0.246372,38.043906
12,KASYALA DISP,6160,EASTERN,KITUI,CENTRAL,KYANGWITHYA EAST,IVAINI,4,MOH,-1.2887,38.0455
71,NTHONGONI DISP,3523,EASTERN,MAKUENI,MTITO ANDEI,NTHONGONI,MANGELETE,4,MOH,-2.70281,38.04729
70,NGWATA SUB HEALTH CENTRE,1011,EASTERN,MAKUENI,MTITO ANDEI,NGWATA,MUKANGE,3,MOH,-2.52758,38.04904
5,KALISASI DISP,4585,EASTERN,MWINGI,CENTRAL,MWINGI,KAVUVWANI,4,MOH,-0.979063,38.0525
30,SONGA DISP,1062,EASTERN,MARSABIT,CENTRAL,SONGA,SONGA,4,MOH,2.21373,38.0581
24,MWINGI DISTRICT HOSPITAL,932,EASTERN,MWINGI,CENTRAL,MWINGI,KYANIKAMWINGI,1,MOH,-0.9334,38.0673
49,YANZUU DISP,3778,EASTERN,KITUI,CHULUNI,NZAMBANI,MALUMA/ITHUMULA,4,MOH,-1.43462,38.0683
8,KATSE DISP,882,EASTERN,MWINGI,MUUMONI,KATSE,KAMATHITU,4,MOH,-0.52534,38.0723
11,KANYUNGU DISP,0,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,KATHYAKA,4,MOH,-2.2884,38.07515
27,SAGANTE DISP,3375,EASTERN,MARSABIT,GADAMOJI,SAGANTE,SAGANTE,4,MOH,2.328398,38.089029
0,MANYATTA JILLO DISP,4686,EASTERN,MARSABIT,GADAMOJI,QILTA,QILTA,4,MOH,2.44,38.09
8,KAMANDIU DISP,3775,EASTERN,KITUI,CENTRAL,MIAMBANI,KAMANDIO MALILI,4,MOH,-1.15647,38.1033
6,KANYONGA DISP,3796,EASTERN,MWINGI,CENTRAL,KANZANZU,MATHYAKANICENTRAL,4,MOH,-0.979063,38.1075
0,BUBISA DISP,1048,EASTERN,MARSABIT,MAIKONA,BUBISA,BUBISA,4,MOH,2.59,38.11
32,MIAMBANI HEALTH CENTRE,922,EASTERN,KITUI,CENTRAL,MIAMBANI,MUNGANGA,3,MOH,-1.26299,38.1134
7,KATALAWA DISP,3776,EASTERN,MWINGI,CENTRAL,MUMBUNI,KISOVO,4,MOH,-1.06166,38.1163
31,MBITINI DISP,893,EASTERN,KITUI,CHULUNI,MBITINI,MBITINI,4,MOH,-1.60853,38.12
28,KYATUNE DISP,890,EASTERN,KITUI,MUTOMO,KYATUNE,KYATUNE,4,MOH,-1.80088,38.1233
46,MASONGALENI HEALTH CENTRE,1026,EASTERN,MAKUENI,KIBWEZI,MASONGALENI,MASIMBANI,3,MOH,-2.36843,38.12828
